draw,cl_caz_mult,cl_avi_mult,omega_caz_mult,omega_avi_mult,rho,fu_caz,fu_avi,tox_threshold
39,1.144575445304497,0.9579081179814777,0.9773193818194887,1.1161494306367068,0.7281721724687089,0.8134007719337328,0.9040731095983948,90.21645163986386
40,0.9821530434548214,1.1627485096507897,0.9855408229699902,0.8679193855175477,0.7670025189107263,0.8493198615771504,0.8895703929178784,95.23096380292921
41,0.8247149457351897,1.0612388370753474,1.0424250010872103,0.9013098867986777,0.7199493745441679,0.8834686745181335,0.9467683918094545,86.95845490999851
42,0.827834007732484,1.1540675902146735,1.0808175653353413,0.9702908569582521,0.5104779836193184,0.8003562222449746,0.9442412967971516,109.30089756861567
43,0.8957414047437485,1.0862987111278464,1.0365487540526956,0.9565224347931801,0.7807846644701538,0.808950463865071,0.9202795032500894,113.57503568056697
44,1.1175577317088026,0.9701829921248378,0.8502515197944766,1.0100755073018983,0.8654589486570584,0.8993386408710622,0.941905829308702,103.74401335837454
45,1.0186264795489428,0.982394397899954,0.9740526725296017,1.1568984917518645,0.9268769475692749,0.8476119938148815,0.9251919684204686,111.9772543753323
46,0.8079098093651029,1.161622786243741,0.9269968636088358,0.9962806143903264,0.9185420989581801,0.8907406974794388,0.9088442955346152,96.56477223027
47,0.9061629876117707,0.8156297595391736,0.9197633251581796,0.9313266280777142,0.5142082836858399,0.8972870041214333,0.9144659060215378,120.81353323400766
48,0.9411855616490002,0.8432310145272263,0.8372566483641862,0.8355582819929712,0.5065439325968758,0.8680067328684077,0.8935160850959796,85.33948178059576
49,1.1423294274437257,0.8398389083580403,0.9088180894521082,1.0873602886275873,0.6832172937636619,0.8821779727386321,0.9269584700317415,112.96721645888579
50,1.1872476868091382,1.1241004258089715,0.8287058716151913,1.1058026540569514,0.64170208960695,0.8768487757565566,0.9628449198824423,105.91119923735337
51,1.1011505832859603,1.0141764816218921,1.0994641098514493,0.8699084426002973,0.6582373762697356,0.8213553495364555,0.9043634530701965,101.05893089468822
52,0.9522437474926856,1.0839585696750937,1.1549740357538818,1.1780001099265955,0.5051470353712403,0.843522778672002,0.9631539433980605,112.41259191882575
53,1.1671899369823184,1.0671899289880247,0.9379347430172891,0.8602756996597142,0.6596621910044558,0.8504870546763179,0.871168192581336,117.98295660652558
54,1.0411005302633303,1.066479181786216,0.9614822693430334,0.9119048987871227,0.7521959134398166,0.8047936484319129,0.9490831607911958,110.77315007837575
55,0.8061818430616393,0.9674115410295456,0.809346164920989,1.1243321942085507,0.8628387193096807,0.8118566712068387,0.8919147771162491,106.75201385879808
56,1.1051430757691376,1.0771453422664017,1.076467178439473,0.8195545460583004,0.6081187064201876,0.8254375563329414,0.9591517173040264,121.2830626556525
57,0.9355763720670218,1.0542133579350919,1.172549705989744,1.0854211122851223,0.7232277076006565,0.890503237843734,0.8885955051335762,107.97808168487585
58,1.0653373489225768,1.1901446743460558,0.9567171826850412,0.8737806142099536,0.9338568681689957,0.82075277235563,0.960481997842439,113.81759554349242
59,1.0060265592864575,0.9042265118893348,0.8351533214110346,0.8092267172690393,0.5978555256960555,0.868611132328674,0.9192834898616091,93.20990797647617
60,0.8353459357049791,0.916869441133603,1.1997331124979906,0.9936236938132577,0.937663234113798,0.8373408150935038,0.8753174791820821,90.49128653304993
61,0.9027614337316286,1.1106922664334133,1.1963038253513596,1.0262311056677118,0.7349858605111772,0.8011641374803258,0.9332353293180651,115.78612268097234
62,1.0036921565476926,1.1067978904175888,0.9531897561379674,1.1125808005132547,0.7171457868504858,0.8366589511817928,0.9287910644914982,94.1521390055267
63,0.9487709500276863,0.9218234532081441,0.9989263656526752,1.1510473217821662,0.8425120314213443,0.8035073143966228,0.8980884891433696,100.35053762620811
64,0.9420671350498889,1.1771460375355025,0.8478363678148975,0.9593467230173043,0.5004839376489431,0.8280042706674973,0.8922419870748666,120.24619321371067
65,0.8576908055824396,1.1590974612590097,0.9710725556744504,1.0768318099690894,0.8995271368119016,0.8344104394457342,0.8786731844404924,105.68656683452572
66,0.9212626950762726,1.0634069624135254,1.0407165618323786,1.1397747130695066,0.8317260004967253,0.8447459678618403,0.8937393015243046,116.64412806714583
67,1.0344942185207198,0.8048587446897125,1.1904951376167374,1.0699331892206851,0.5016506354447635,0.8398611334718893,0.9520856227531593,109.38662819004233
68,1.1930272428286817,1.0573009681763215,0.9236137760140808,0.9303407786836226,0.8590159585773514,0.822732323022223,0.8913896703280165,110.33564750332575
69,1.1713805758915283,0.8941791540225981,1.1337623919821536,1.1474308282515862,0.6943192713798291,0.8777199822746844,0.8706197519655462,89.73325488791703
70,0.8294352913940172,0.9770811198672436,0.9602537262924311,0.8100929225565673,0.8916162145460985,0.8989441325271305,0.9516198666598269,110.99790196355632
71,0.993008806169849,0.9036665000006465,1.158984754571962,1.0359956284660727,0.8391328542699679,0.8565658342626263,0.8743635314485747,120.1390056786141
72,1.024662664620378,1.1134497458837467,1.0830114774099249,0.9803357980843436,0.9034024023174687,0.8950006895080854,0.9243997144445668,112.45372377532439
73,0.9073162066808207,0.816927236428251,1.007274910881436,0.8941704449452141,0.5238312643240717,0.818891331576446,0.9217621614106655,109.51626108263042
74,1.1476989148933776,1.1081216446375086,1.18758918655117,0.8155993768189879,0.821637943891933,0.8691492945388595,0.8762526525269037,93.6843819346627
75,1.1973468145634116,1.110147155685367,0.8765477454925014,1.0996183968843174,0.7390386750746567,0.8305406941371241,0.880069954428395,90.85465231188222
76,0.837165667861779,0.8818039415667062,0.8833568534625242,0.8001815130677649,0.9231573167128252,0.8234234714390165,0.9163356797370875,104.41205058871901
77,1.1970174309489372,1.1512889129196036,0.8735950616158633,1.1689556518551225,0.5680846061297969,0.8662297521127696,0.9557366838474655,104.5612780097307
78,1.008658109163719,0.8090965880130722,0.8188098701544273,0.9620575785278556,0.6370555156179805,0.856263569863261,0.9609076375775083,114.12693591089614
79,1.0020629575583595,1.1422324843501455,1.1485828959892614,0.8948379737119164,0.9257487979067037,0.8125576396392101,0.95951599159289,88.91590623173492
80,0.820587836500666,0.8217178906485797,0.8490591086114373,0.8321645895548521,0.7562002714217646,0.8742808391504494,0.9525902958198053,94.30341320279254
81,0.938383280602052,1.1875395784849825,1.1058691016057858,0.9495028311669563,0.5995224723484959,0.8959726123636947,0.886929418758401,123.04192476968258
82,0.8755850279287845,0.8623845614568137,0.82425489473859,0.806047137497005,0.8834722831222482,0.8160510279855385,0.9434829987498182,98.95562021182997
83,1.0116974050847507,0.9513956810858756,1.1693448283117263,1.1602374108936355,0.5565154284059063,0.8646289634546248,0.9452978757639868,103.46244926554121
84,1.08908585517083,1.095887287634095,1.0478466668657762,1.0153910680418767,0.7104234710871935,0.8233307997160193,0.8911369464368553,110.52252212507692
85,1.116894809200634,0.8498827034339527,1.168633382115007,1.1952835285112648,0.7023910442460508,0.848731915523303,0.9339662116110641,93.89490915884367
86,1.1393610400982572,0.821005107720813,0.8375742817506955,0.8562265242275985,0.6208913441726006,0.8092324411478214,0.9185285689833647,92.2235011154871
87,1.1727921394132415,1.1860035883300033,0.8921072564693975,0.8186026466821792,0.580840612903241,0.801372319710264,0.967085794570429,102.81314055564677
88,1.0255391782411714,1.0391926092176935,1.112496531763552,0.9417443871197173,0.7314165423552236,0.8516001661034178,0.9064337749013067,102.20316780549547
89,0.8047336285611417,0.9632144105928032,1.150587698956952,0.8658544650750558,0.7865979991111496,0.8812230249205624,0.9276427160494463,104.78247426018943
90,0.9781496006933004,1.0546840207700057,0.8662730000510156,0.8494342689049446,0.8457930270993061,0.8613709680901178,0.9058974408322421,102.60965318541157
91,0.9198054798317072,0.8038507353917957,0.8607358170841563,1.1354441558084671,0.6698801400729005,0.8587132796269866,0.8775122985476216,101.64501361497325
92,0.8965211948868372,1.1062552945783295,1.1261650327432666,0.9785074385984637,0.7713895113287919,0.8610794509274379,0.9062465090506168,125.14020269518524
93,1.1367311484284157,1.1689344192134044,0.9559802838762985,1.0217789490346658,0.833770372697197,0.8400903393789524,0.9029602413958766,110.01692447872443
94,0.9508958083903473,1.0802452269666247,0.8234485311741487,0.9140331832335216,0.854144129210763,0.8688422223968446,0.9090355949692761,97.79369030849244
95,1.0235579600323106,0.8486920082027974,1.1189023856048033,0.8545054779821504,0.618789129590427,0.89905173907399,0.8837934947908954,104.85629817286758
96,0.843629006246725,0.9941680712787935,1.0345621757593,0.977321697067922,0.757216330346101,0.8246219483712232,0.9341527188625439,108.78139929420362
97,0.8929647534536838,0.8849340089115222,1.0795842706453342,1.1414516253991958,0.6447172878355112,0.8536161067979854,0.9527175062958121,110.68112804197493
98,0.8189976785756676,0.9368876619399803,1.1395525337034207,1.044683501445024,0.5439011225924788,0.8757520893449307,0.9077266060356177,100.45683817104592
99,1.075331587201637,0.8446326603743829,0.868701657105273,0.8458065577962761,0.64671913685159,0.842518187937083,0.9114853345458098,91.82156352321103
100,1.0969776098862185,0.975640642253321,0.9665728559949891,0.9878578054334017,0.8074397681720478,0.8016981003911039,0.9569618230163559,98.00836992401477
101,0.9575227988601684,1.1800940011646759,0.8393772598297137,1.1531849573591704,0.5898310486132678,0.8936953800934726,0.944578541025388,110.47283601806647
102,0.9450003541420527,1.1696488882138587,0.9700708927116424,1.0539118711050577,0.8305432495755947,0.8723022634944666,0.9696014428794826,87.7791086870017
103,0.8005351183299174,0.9434066704096831,1.1211366005156136,1.068736471823972,0.5322726736524765,0.8459649996462212,0.921210368454821,84.00649025218345
104,1.0267912625618627,1.0620661501391686,1.0395915609150892,0.8289843081524524,0.5187217041420875,0.8181858116271353,0.9107364465045138,88.5873910898073
105,1.15916361317392,0.9156580505274176,0.8181370754812265,1.167131701192651,0.5370249544075124,0.8360705810372826,0.9016886402440527,114.16641155422978
106,0.9742127334462992,1.197480550590794,1.1462384933759455,1.0953472136801894,0.6343631225365078,0.8420383649192849,0.9306040937616763,100.49663278501727
107,0.936813724636891,1.1009362596077932,1.1920772697972315,0.8822964630297472,0.6750180015599567,0.8785078284874251,0.8931973551946888,100.88688457980328
108,0.8177496259703614,0.9019951854122022,1.0585046201218122,1.088289616088221,0.7504199836452925,0.8654150904931215,0.9555562572845646,104.66266050223223
109,0.8093897093080226,0.953027981742733,1.0741288207719346,1.072661911412927,0.790294302595901,0.8470872977052293,0.9297732105504546,98.38351789198886
110,0.8595399574367635,1.0246699560852428,0.9165709906667947,1.1595232471394514,0.905977702974291,0.8889897966134637,0.8902874853388518,102.95266038975814
111,0.8327440023973512,1.0782436411711687,0.8076282408610541,0.8124271057441442,0.673786032669138,0.8154615747865237,0.9103284929742397,107.10876676024154
112,1.103352757340086,0.8564324499750303,1.0957775912359762,0.8268177803690455,0.8902840942460621,0.8653258256728613,0.887846935777485,92.77059238283346
113,1.199917280989681,1.0021350869977605,0.9066775420291697,0.8015333921282658,0.5671453685137878,0.8443350786137344,0.9357805995659965,93.08819850430642
114,0.9596890716445768,1.051623531703679,1.078011050674379,0.8031039929062069,0.8714915312148444,0.8640274726416006,0.8813905690069248,119.24849918128425
115,1.1059855787340132,0.9271847389599565,1.0642106952176897,0.9406772968516126,0.5539289707068421,0.8748484157858525,0.9351842966186946,102.35384215556262
116,0.8517684291384195,1.0699857403000337,0.9432377644560135,1.0167019074050567,0.589342528621579,0.8196201845515954,0.9229348718183494,124.35266882391983
117,1.1456935465284708,0.8989075293469666,1.0913810328834284,0.8370623255507349,0.9386293407633619,0.8792450197443168,0.9308456371339191,108.49321971467943
118,0.9398329116245754,1.0264811679754562,0.887410933565902,1.1489157644650818,0.8019556428100316,0.8122264159185526,0.9579755868662875,92.64631023998692
119,1.185791159539948,1.1182713149718861,1.0019202789954749,0.9461568714022179,0.6966629140618485,0.8627607483019518,0.899557872379378,111.78154722614565
120,0.8494899345420619,1.0472219668288987,0.8747725935150246,1.0982104993467656,0.6566779349195824,0.8600882440868555,0.9317835275166194,115.64496790259346
121,0.8280879543522567,0.8736306565830402,0.8119332019617987,1.1118618533568059,0.5294740724095677,0.8037451186785444,0.9481710533842607,91.36730657962492
122,1.1823562700076327,0.9726345702319339,0.9116258587291275,0.9052791173867337,0.7169846636165477,0.8827922236309422,0.9646786410630068,118.43166892596797
123,0.9868178523900146,0.8519262889228177,1.1807484041478773,0.862216393826542,0.8187109356871034,0.835469563071499,0.9494143553327881,103.52423454968363
124,0.849150044300079,1.1208071758454503,1.085744135355476,1.0636597100328506,0.6158684939923565,0.8145654981457199,0.8793921876342218,104.90287405262958
125,0.9117627303261662,0.8653133995960417,1.0097306086790696,1.0124626811502655,0.7063564776422183,0.8809713354160311,0.9345378365656624,90.15490152809207
126,1.0458011928077198,0.9711750457013693,0.864601507660139,1.1207501331850727,0.6425809444911117,0.8521566072918654,0.9388621365653623,110.1044273737783
127,1.0013182737171555,1.1925753901784035,1.1478549895848005,1.184944697464219,0.7005435664319302,0.8931787735039419,0.9224858620498972,102.16495278159626
128,1.083578982518696,1.052279363767395,1.1533883760585797,0.9839658656351379,0.5146978026771402,0.8414546921550482,0.9511740022994791,105.94210278325413
129,0.898293288955882,1.0464760551446968,0.8124094849232266,0.8857459416347692,0.7444720742844162,0.8068832781414994,0.8718103765742666,97.43430505741394
130,0.8310607326574057,1.0318531942502986,1.1891824193608302,0.9799608050767552,0.8041850713150466,0.8220047408036943,0.9097818037337637,121.06169838062415
131,1.0141866171753482,0.8472772542040484,0.8716701414668944,0.8650338311551017,0.8080572209885889,0.8082004563962478,0.9598296578562437,107.3818307010869
132,1.1481792396579267,0.8730617918863846,0.9667238710405692,0.8759498176173712,0.9322802460520695,0.8549709448932112,0.8786271612591073,93.33639428991225
133,1.0283174807342772,0.9999338840950108,0.8164237012626061,0.8450666409790621,0.6237211801741245,0.8872394466890563,0.885249543297748,103.17847259238931
134,0.8848207114979508,0.8377176684849665,0.8780573058371116,1.0036111976222148,0.7750954956641342,0.8395314113882133,0.9404762380576909,95.7615649882586
135,1.1603151789188955,0.9142864983831432,0.8573254254824153,0.9841440738615156,0.8270912513555483,0.8073109236209122,0.8715384378448516,99.1323825921796
136,0.9698051173480942,1.1172946896134492,1.0035527170725922,0.9149011510244978,0.6395485591783238,0.8342224470991197,0.9149137397793103,113.64702737150127
137,0.924654026269709,0.8759450643362767,0.8790226454271124,0.8887668478993282,0.7478662941352938,0.861987272148665,0.9198897563507529,106.0327445549058
138,1.048060539064803,1.0370259267503499,1.1572926572039082,1.1734260323498416,0.736519266071752,0.8468831224087898,0.9259656853803655,96.10884830491085
139,1.0166664599241775,0.8098200313653088,0.9216909337523252,0.8241891437712187,0.8025106624306837,0.805048784374283,0.8848969611772589,124.04097024756172
140,1.1118573013040107,1.0887884356963184,0.9065358619864704,0.8588603310048212,0.8289018860162125,0.8045802027976423,0.8953188677483467,105.54307223385241
141,0.8880002642720355,0.9838815137748277,1.1371796334650632,1.0376209850037734,0.5830540432181981,0.8495007085754426,0.9143200121335244,117.72680212476597
142,1.0322932969590808,1.0234685232478138,1.1305455541568161,1.1894620370301037,0.5494374261936573,0.807989084237759,0.8956891684984588,98.73143626050373
143,0.8036898812132829,0.852471479916941,0.9723010813381634,0.8975718493794915,0.8734805282033369,0.8671661026938102,0.8835616709036843,98.08780452422943
144,1.1787224243770278,0.8246923820386435,0.9209799848623967,0.8306223316589133,0.542136096265395,0.8847194109298646,0.8806963313319678,98.59065462608376
145,0.8793291350731556,0.8337687949269463,1.050634806315787,0.8479156024865708,0.9146697284590544,0.8538870464192698,0.9174205717929704,106.4518241669592
146,1.0907595657488678,1.0595907684902182,1.0194858043500996,0.9284007868941281,0.8679618608163335,0.8923141110851307,0.9325127929374438,101.79225872120352
147,1.0294702481968956,1.1186787516377965,0.8065999433249478,1.0518565640242734,0.5636001288526057,0.8880633806480822,0.9375354008643432,109.04871435710213
148,1.1231582682392571,0.8972597182650223,1.0220238939849624,0.9549266273388026,0.6527142909854612,0.8166808453802313,0.8823244049781148,82.9171314364137
149,1.0779761028775847,0.9256705787991457,0.8613571985143403,1.1719442437075522,0.8403359308616045,0.8485398678820444,0.9037442864128694,112.9314960698395
150,1.1946110335442437,1.0993926927515612,0.949801598182563,0.8492980063701313,0.7782890760969348,0.8804515187610513,0.9371953484852521,103.91999609592509
151,0.8746388258798236,0.8790602326084648,1.0849178289668475,0.8526859587994438,0.7689545058584795,0.8056940731481966,0.896711768479399,108.16961072712007
152,1.1303214616577268,0.8985161930671829,1.1864587424325899,0.9355386400745235,0.7945503138799569,0.8462414413260148,0.9489255011872484,92.98963884653942
153,0.8567156450662157,1.1312995394977128,1.1733699271366933,1.10173644430233,0.6803111954263371,0.8274031092889312,0.8943353449571436,86.2401451737029
154,1.1350153316562959,0.9735661493290797,0.9913229187176351,0.8852531680831867,0.7732955610824099,0.8567347565528527,0.8943047197926317,87.90465435189941
155,0.9286648980497111,0.9914987649297432,0.9303568912035016,0.8761382903875129,0.6848990764528798,0.8204551107333097,0.962038717208655,99.03725885885095
156,1.0215807315504153,0.9881298295781953,0.9334770851441113,1.009330703507538,0.6135542597376694,0.8751093713279752,0.913540181582243,100.98154412465452
157,0.8705824297266682,0.8406001390314783,0.8806157537154478,1.004075340999704,0.9120001939949058,0.8105196559295765,0.9399478138583788,90.91545210551976
158,0.9626625786080258,0.9062304768294367,1.0590350823153745,1.1097470500931592,0.6277294366588232,0.890115281453814,0.962372499009017,91.14130403848137
159,1.150550167668208,0.8828711002604086,0.8859630053507473,1.1047959601377775,0.7053217788694751,0.8530697070466945,0.9010153882166309,99.45017976525605
160,0.8636751502414601,1.1561462707189942,0.8555030780990617,0.9472433589456286,0.6097092855764794,0.8583772030872162,0.9655580639146112,93.48436854220886
161,0.8131769940651796,0.8682755885895964,1.0631168477130362,0.8169517460149363,0.9135251743038493,0.8597081573752943,0.8728998298335826,104.59672010665376
162,0.8943399856346982,1.091438872958571,0.9835619511257574,1.106731203126278,0.5308452293523634,0.8382464007579152,0.894939679212111,105.10656632730819
163,0.8864520618264887,1.028162521090789,1.1816531490616164,1.1158762062168084,0.6223676462076928,0.8001014402452369,0.9540060486915714,114.47536278040116
164,0.9314470027603249,1.1026630950587064,0.9139260132715159,0.9639328729989131,0.6706879906027536,0.8061088880911202,0.932738760334849,117.51026372051646
165,1.1784455827605291,1.183700288027145,1.198313081653542,1.0643321770764336,0.9286234111224771,0.816508171498001,0.8758445656134445,114.69423124300741
166,1.1084058875099858,1.1435954126078198,1.1938639727976108,1.0018044859894486,0.8532627525608185,0.881617512051503,0.958280794539006,100.74134737860804
167,0.8253598644097266,0.9498773856228826,1.011466517417848,1.0933349787444093,0.6952124055345803,0.8966332502284755,0.9530037088690547,95.38074073648889
168,1.0870375337614664,0.8277690670434679,1.1794350313306858,1.143717337873212,0.8619680298812222,0.8249369262949653,0.955078889645958,100.669319283888
169,0.9903358606600167,0.9450229876697315,0.8214232715942721,0.8805330566302303,0.850308839785211,0.8582935032229685,0.8863316962047468,121.95745807023143
170,0.9184588081468069,1.00941664341368,1.0168741004893709,1.1583865876276844,0.6295239460862118,0.8940874230197229,0.8736452428916326,94.7386644814645
171,1.1411562259479577,1.174139155369835,1.1330644608703397,1.005554290969926,0.6606070011126715,0.826460150338577,0.9395220317699907,107.58022044219514
172,0.9916028645538726,1.1965762667950521,1.0519997874222582,0.9092602260928991,0.5406643530082408,0.884393196795616,0.9083033317227218,100.20395100458848
173,0.9151402321637899,1.1819561549230972,1.061843610615755,0.9733321678914157,0.8516714487215225,0.8307058533853304,0.9466242566521215,113.92377281012259
174,0.8768965856971328,0.9403201476991014,0.9392202004380975,1.1262409365714594,0.535121038780267,0.8502426745791163,0.9547564143205338,96.17108581276419
175,1.0934963323956715,1.1720185187967587,1.1636876670137206,1.010943723959185,0.6672729203692158,0.8859560680652012,0.9207652305972186,108.0513685977041
176,0.963715060742985,1.140141386722487,0.9964680254931989,1.0289907563422205,0.7138752751740298,0.8945286262706343,0.9474858810807234,91.44553164670195
177,0.9656560191801535,1.042262399707052,1.0920970374307992,0.9519201577332965,0.5597379733765352,0.8008322983121554,0.9239662109987989,114.82264150301086
178,1.0527089112152488,0.8178100050628708,0.8445046532071266,0.851329504112537,0.7540374200799054,0.8704670761021781,0.9361052146230524,104.28569535730998
179,1.0809615473007637,1.0178126663952234,0.9311162567568921,1.0554520381752983,0.9310336520763745,0.8890319857502093,0.9426743151782275,102.74410442556226
180,0.9479337440371198,0.9869149436275697,0.8044534339965639,1.0843580767612542,0.8001086283571573,0.8976045040641706,0.9537916273756676,121.79365747581936
181,1.0422025624677609,0.8954845838553231,0.8813701593180764,0.9176481211978224,0.5358726976875894,0.8726299276811933,0.9138144204656856,103.3291240756463
182,0.9220265846019936,1.0205244074835673,1.0285587066263515,0.9602956386910547,0.5551293217533313,0.8802202453096916,0.9155315102505496,96.76548909140806
183,0.9726697867906664,1.0872910947770245,0.9878056868879452,0.8996583004897817,0.7620093092690952,0.833230205938636,0.9241410757145412,112.77196400988721
184,0.9692987817616046,0.9932136549327155,1.167217471838596,0.9926060142237687,0.6501310769556331,0.8428710096166783,0.8722879559027459,88.10217021531926
185,0.8642724555968587,0.8366691511940879,1.0275401623932243,0.8912178154140802,0.779331406792383,0.832933342968453,0.9421898819679627,111.70636693859824
186,0.9046143324293197,1.126384816751032,1.0548642412240985,1.0363375124664536,0.5693280679366828,0.8795155589161902,0.9516813297449704,105.26169321121873
187,0.8622328446347277,1.0849077775688674,1.145223004963893,1.0298818457945507,0.9223490552426297,0.8695431758579195,0.9453862450506995,118.06883659016597
188,0.8396525840297319,0.8280000462941269,0.9127150683267661,1.1804983624741108,0.6454031434729408,0.8935480544421626,0.8962402333041567,95.43091071101011
189,0.9967010182097327,0.9227608829091906,1.1623565355210967,0.9715276224790141,0.6310561611073944,0.8252674038752995,0.896639069870744,107.74482290311863
190,1.114694138044507,0.8878167740379285,1.1839482513450963,1.0237536453598537,0.7080278912366746,0.8674638485809643,0.9049283480835786,105.42055048859936
191,1.1536195475183477,0.8853714466750799,1.0346689525213129,1.1911213132800276,0.9196298961045937,0.8201317355698197,0.8804535454430301,91.73630510175681
192,1.133792985691639,1.1580767938428211,1.0936018726081027,1.0754179062602627,0.6647351409159589,0.8630174220986878,0.8831726547185756,103.89635499950751
