path,ext,bytes,modified_utc,sha256
revision_support/add_icu_elf_scenario.py,.py,10438,2026-08-04 16:49:40,a3f0bb539594fdcbfdfed5eff61b2aad4f7d4b0d2ca779c5abb5432a5f3132e7
revision_support/add_supplementary_table1.mjs,.mjs,4646,2026-08-03 19:34:40,c8bfb2842ce543625ab2f744ab4569dccd145862b9b29bff6778bd8651e516f3
revision_support/apply_dose_escalation.py,.py,15045,2026-08-02 23:01:28,7fadd5f884224c28183db0df7d5a9408e0f36074db1b2423cd956ec78aac09ee
revision_support/apply_figure_plan.py,.py,8614,2026-08-02 15:06:19,40e5dca0221bde14825f3744f3bd87b9f7afb8a3e6728f9872448bc0175f062d
revision_support/apply_reviewer_response.py,.py,38815,2026-08-02 20:09:08,5e8282a29b5a85a6d38b627292423f960f4f0b69b064fa87938c4f43d85d78ed
revision_support/apply_track_a.py,.py,19916,2026-08-02 14:46:43,7571653f71f71bf340f57aa8fc197a901fba66589e634ef5f4dfbd66c77ee682
revision_support/apply_track_b.py,.py,31939,2026-08-02 16:41:36,c5ff7354a0da1ea69af42bae542051c04993cd52eb33538bf2a8d22832b226a1
revision_support/apply_v10.py,.py,28087,2026-08-03 03:15:38,000661e86a3b224eea529ebbc5692c6484ae2a161c618899055b840ec989f9a7
revision_support/apply_v8.py,.py,39140,2026-08-03 01:11:18,cee2a0d2af29cebf2220f702252e9adba3ff98d7eb5b7c1e02a8c4d0fc7ba095
revision_support/apply_v9.py,.py,40137,2026-08-03 02:19:01,32aed25f8740429a8c34f35a09ae2f383cd1d0fb1fc40116fd4b486c1ec41ecf
revision_support/apply_voice_revision.py,.py,26635,2026-08-02 21:35:13,e52652e5af6d20e9d64c8b8a44a0f723e9756b36b3556b894e54ee46bdeca03e
revision_support/avibactam_evidence_table.py,.py,7156,2026-08-02 23:08:31,0a2bc058811c0c91527d34d30673563138afb4477cdfe0370657de9a69423ce0
revision_support/build_persian_docx.py,.py,4879,2026-08-02 21:58:18,db4662f3f14cd85f5f89571a8320f317a6fa1e50c3adf83ebc514301b3ec87d2
revision_support/cazavi_analyses.py,.py,26013,2026-08-03 04:41:27,880e5f7d2198c13db0a8ce508d05d5e9ef3e9115e253ebf08324ccf8d7cc19bf
revision_support/critique2_response.py,.py,13206,2026-08-03 03:03:33,6d3d254106286e63c317385f1cefb1aeffd78f61a07360624beb82333dfb5900
revision_support/critique_response.py,.py,13776,2026-08-03 02:11:33,f285791acba2add12fb4e5891a693889abd6ec87aa710a46d73e0056ff5f1615
revision_support/dose_escalation_analyses.py,.py,8766,2026-08-02 22:58:45,4384d5bd7f42088b4a985c17e88ebf00152d0e0b44dcbd9e8431b24ca0955ea8
revision_support/extend_supplementary_v7.py,.py,17331,2026-08-03 01:14:43,2ad7d55839a23e580595ffc0bb25507290e0f4907d897b6ea16dd23df6603d8e
revision_support/figures/fig_avi_evidence.png,.png,164841,2026-08-02 23:11:06,eb00ab7beebe4972c0c1c4d5b02f124b1d09d5ff06a4718e9884c0a92912202c
revision_support/figures/fig_avi_threshold.png,.png,187849,2026-08-02 20:07:29,aa6d2d90f8d0668eae7190fbc627b39c11e1fc7ea7fffbbfbad5d6c0921cf420
revision_support/figures/fig_cfr_distributions.png,.png,81308,2026-08-02 14:33:29,589e7a67a325f0cc758e1e2938fcbbcbfa6d9f05c3cc1e93092713a7dbd0bbfb
revision_support/figures/fig_decision_grid.png,.png,139998,2026-08-02 23:46:33,e8e99cb41c02220cc4a82c1500eb4ff770ba5aa02335d0a6412bcd3ef5ca61d8
revision_support/figures/fig_dose_escalation.png,.png,313442,2026-08-02 23:00:06,f3ad3953422ad588a9eacbc7776a89a2c07b40b21eeaef86dbba182523da0377
revision_support/figures/fig_dose_response.png,.png,203551,2026-08-02 14:33:29,ca17076dba9795f10eceb37e4ac3657af2742387b32acd7c13fc795a00859803
revision_support/figures/fig_individualised_dose.png,.png,234154,2026-08-03 02:15:41,21ce702dfcbc40eeef385f10db76cdba067e8aec95d0063540234ca19a281ad3
revision_support/figures/fig_individualised_dose_redesigned.png,.png,151686,2026-08-04 14:51:08,b668b96364d4d79dac03b132139f013d0f1c04c9b020cf62dd63462577558d8d
revision_support/figures/fig_lung_penetration.png,.png,108157,2026-08-02 23:21:45,6e21d1842217c8e52f0e9f074c85fef96b8d76d1659a375702ba686808cb42ea
revision_support/figures/fig_lung_penetration_icu_updated.png,.png,92014,2026-08-04 16:47:45,511eaf1fd950822eec735427626c8e7a97c04506b6e91402fa632905ce76db20
revision_support/figures/fig_lung_penetration_redesigned.png,.png,81356,2026-08-04 14:41:26,fea2ff332bc256eaef1eec244764190e363907492347203e378e2d7d340505e7
revision_support/figures/fig_oat_tornado.png,.png,121885,2026-08-02 14:33:29,855a16afb6c6155ec0aa7b86df9af1fd4f8ea6674dedbe33401835e06422b834
revision_support/figures/fig_pta_vs_mic.png,.png,192011,2026-08-02 14:33:29,8f6688df71517fa399d85adac86a4ea6ff8323fe966fdcbd16afe89f4dece1c7
revision_support/figures/fig_pta_vs_mic_single_column.png,.png,149110,2026-08-03 20:38:52,3fe81aa6c12477c52615044a90fd236f6338d89276b77d21cc3f83237b4cd9f2
revision_support/figures/fig_second_assay.png,.png,231171,2026-08-03 04:39:32,3fed2c805b72d63cfeac895edf79f3ba255c433ba605529cabb2ca0648f01324
revision_support/figures/fig_second_assay_redesigned.png,.png,181602,2026-08-04 15:01:32,7efb182d238a62cc4ac77fd1942a466d3ec3ba69d2db0ef1b853a9dcaad45399
revision_support/figures/fig_structural_uncertainty.png,.png,424313,2026-08-03 00:52:33,bca0c9b3ae99a0378bd07fd911c714b3565b3d942644d8210438e8eb65a48072
revision_support/figures/fig_therapeutic_window.png,.png,186677,2026-08-03 00:04:57,970e457558b99e57b8638b425369efad4767da2dc811487ce45f43312a0e92a8
revision_support/figures/fig_toxicity_gate.png,.png,126241,2026-08-02 14:33:29,131c7d1105f2e5fd74b0c10c9ba7ff9bdd3611c8bffaa1e0c96a8625551436e1
revision_support/fix_v9.py,.py,24242,2026-08-03 02:22:11,4fe33957ae4dec9a6208c73f9f07ebf4ee9760ed3e8912b6a2aab63874570b54
revision_support/make_figures.py,.py,13180,2026-08-03 20:36:03,bef6b3c6601d47d9ae9ae99dfb381578c801e78eafe820ded897d3c32c2699e3
revision_support/make_individualised_dose_figure.mjs,.mjs,7384,2026-08-04 14:51:04,ee1bcc3c6c79e95867286bb56ff2a98bdd8844208cef344376eed4143bf57618
revision_support/make_lung_penetration_figure.mjs,.mjs,4792,2026-08-04 14:41:21,a61f35db21c8fbe080643587df99b695d5a4587fb56e0dd3ebee60409dbdbc04
revision_support/make_lung_penetration_icu_figure.mjs,.mjs,5058,2026-08-04 16:47:41,ff63742b7ca8e62d3a33358cf3618d0600c8176670e5068f0dbb4ef57079c3bc
revision_support/make_pta_single_column.mjs,.mjs,6435,2026-08-03 20:38:45,db285bc2e62f4c6c52143641d4c37157de44616ac42b12a10486da1cfdc8f83d
revision_support/make_second_assay_figure.mjs,.mjs,8460,2026-08-04 15:01:26,c740f5dbda294b194b39c5da754c2404380ccb63a0a107a1cbda71879be3ad6d
revision_support/make_structural_figure.py,.py,5508,2026-08-03 03:40:40,fd6c1eccfa53e17d8022ab454f3a61ecc09171727777d2e9ca20a79cbde2e721
revision_support/make_v9_figures.py,.py,5500,2026-08-03 03:40:40,bcc32e492fcb7198da0453b42a18de9d7167051a6151e361330dfc7a441761df
revision_support/manuscript_package/Component_Level_Evidence_Reconstruction_CAZ_AVI_PKPD_Pilot.pdf,.pdf,547460,2026-08-02 17:28:54,4362028d7e41a75dc15b1564e2994eadfa3ad1e182219d6f69203dbed11b75ee
revision_support/manuscript_package/Piranfar_CAZ-AVI_Evidence-Composite_v3.docx,.docx,6268849,2026-08-02 17:28:54,c96da2ca110101650a49fde951b3065dc8eb16ddfa9c1cee22237d6652404c45
revision_support/manuscript_package/README.md,.md,185,2026-08-02 17:28:54,7391f685dca783741e3bf03ad9dd685631c40dd080284b2741877d27df05a6fa
revision_support/manuscript_package/SUPPLEMENTARY_README.md,.md,730,2026-08-02 17:28:54,606aba6e43f3c5f4ef678be3f790ea26e512e5e06df0e3f6fe0290bf48496f47
revision_support/manuscript_package/Supplementary_Tables_S1-S9 V5.xlsx,.xlsx,30965,2026-08-02 17:28:54,b18482aabc6d217bccc5f045d833b892fdeefa03b5d4c256106341f07c8d113d
revision_support/organize_repo.py,.py,11314,2026-08-02 15:16:52,05f364a08de949658e8cbc8d8f86c4f89a0441b463178a4e6c6c4236c1749449
revision_support/outputs/VERIFICATION_LOG.txt,.txt,1691,2026-08-02 15:11:29,99f5d34e2b8ca4fef9b9c23ca45a65e928d98cbed556f3cecd02a33d3508f6f7
revision_support/outputs/arc_subgroup.csv,.csv,411,2026-08-03 04:34:25,6d37da269da2b0a3443c95c806b8a6259de514adbf4cdea7d1bd6b1aa8c5fd30
revision_support/outputs/avi_threshold_limiting_component.csv,.csv,585,2026-08-02 20:04:59,af2f4bfa9e2240a84f8d3cdae6eeed2b039cd168d06168cfd62fd06fd3c641f5
revision_support/outputs/avi_threshold_sweep_cfr.csv,.csv,1633,2026-08-02 20:04:59,38af728617bfc24ddc14a0b346d471df9c76cfa9b4bb80f21d24166c1997de26
revision_support/outputs/avi_threshold_sweep_pta.csv,.csv,3954,2026-08-02 20:04:59,03befa23dc247d15448aad045934ce1acbf199661ac4eeaa95fcaa82738bb884
revision_support/outputs/avibactam_threshold_evidence.csv,.csv,2599,2026-08-02 23:08:41,9b42f91ecf44bfec3cc7495373825179830442746696110ef378b7fad8ac7b5c
revision_support/outputs/cfr_all_distributions.csv,.csv,6994,2026-08-02 15:11:26,715df60e2b65b42f73c8512595840f2b973d7ae536837635bd31df96058cf751
revision_support/outputs/convergence_summary.csv,.csv,503,2026-08-02 15:11:27,2f817fd0c7d09929c26d8a9ba2b03923824a6140ca804c289eb9945bcae6a491
revision_support/outputs/critique2_free_vs_total.csv,.csv,384,2026-08-03 04:34:26,f07a7545216a1ad307b92ec229e4bcf348331775f1cc1c5fb3eff05bb21ac0f0
revision_support/outputs/critique2_limiting_definitions.csv,.csv,4450,2026-08-03 04:34:26,b66628fe57c2c0936f72162d13a57e16a854ece011c422a3d2bf222ab1c0b179
revision_support/outputs/critique2_population_weighting.csv,.csv,208,2026-08-03 04:34:26,4f8fa73346114c9f298be7ba8ec71c0661b0802bd16a24b88b55fc17d0bca931
revision_support/outputs/critique2_second_assay_operating.csv,.csv,662,2026-08-03 04:34:26,00a52915fa27824d4a236c62e7ff53b4d36c3df8f052c55bd6ee69e9dc299d5c
revision_support/outputs/critique_a_window_identity.csv,.csv,693,2026-08-03 02:11:55,9ac80d31c9bb95c1d3f0dc8ff229173a0e33bacdd6270db80d36ba95f66818ea
revision_support/outputs/critique_b_rrt_exclusion.csv,.csv,575,2026-08-03 02:11:55,bbd326c90df42a5656f64d11e1b857b3156943856de4ff6a69f9a31f6170476b
revision_support/outputs/critique_c_variance.csv,.csv,170,2026-08-03 02:11:55,6201f9534a8d9bdd1806083d7b5346bfbc3323fe6d4583f2c653e872a344d650
revision_support/outputs/critique_d_ceiling_sensitivity.csv,.csv,310,2026-08-03 02:11:56,c61f181381310704bc9ff28eea54b7b9cd659e4c8e378a59d591044e7ce01580
revision_support/outputs/critique_e_second_assay.csv,.csv,176,2026-08-03 02:11:56,f9303782c6047055b7855a0c45504b5b14ce36b10b173b53ee6e09c0f48a84dc
revision_support/outputs/critique_f_avibactam_exposure.csv,.csv,247,2026-08-03 02:11:56,f2b2af4060f608265a2a022ce4f7a9eadd5e4e44f6f39d7ae65bc2c965949c4d
revision_support/outputs/decision_grid.csv,.csv,2696,2026-08-03 04:34:25,d2c16e9f48c1b677dd0467e6a22182849a20938b8f91eb3f6538a0152852d7b2
revision_support/outputs/dose_escalation_crossings.csv,.csv,366,2026-08-02 22:58:55,b0a7d1f41cc7b1d069a7c7054ec0eead9c00f9e950d27220425cbfabfe46c8b8
revision_support/outputs/dose_escalation_mic4.csv,.csv,5565,2026-08-02 22:58:55,96a92ca5ff003d1eb332afec92f044348b15ae57a4c8a0dae1ea3ca0539bb887
revision_support/outputs/dose_escalation_mic8.csv,.csv,5732,2026-08-02 22:58:55,48565a8eeb431b6b7a867609165c5a046cf37372e2b3c4ccf1d5f0a77d34478f
revision_support/outputs/exposure_summary.csv,.csv,1807,2026-08-02 14:51:39,eb34c542379a02da448941603c32725291d6201cb10ecf2dd94ae282596d44d9
revision_support/outputs/full_regimen_grid.csv,.csv,847,2026-08-02 20:04:59,339b3428a466ace7df1774d6672da7caaa67b0245a1315e6c6eacee556ad6d29
revision_support/outputs/gsa_detail.csv,.csv,37125,2026-08-02 15:11:27,94333cec82d9ec3989c61cc0a10803df5c7b51f1fdb1c4319a3542d52d2381da
revision_support/outputs/gsa_sensitivity_ranking.csv,.csv,1868,2026-08-02 15:11:27,fb735b465aef19050e38d0e5bfc7e5ef613848d0e0147dd10f2b78b1b2e4ab8f
revision_support/outputs/gsa_toxicity_gate_crossings.csv,.csv,363,2026-08-02 15:11:27,623da4f5a72773721cda9a8bbea6ddd0489ec6d0b06e6afe0c94f966d3c8cf36
revision_support/outputs/individualised_attainment.csv,.csv,661,2026-08-03 00:56:41,671b8f840995806e4635a6b729d8cc82b42b065e3ac77eab18dfa44bdcac3349
revision_support/outputs/lung_individualised_attainment.csv,.csv,1360,2026-08-03 00:56:42,80b32f7cd64e175a2935d5339962625dfd4e678608d0985812c9781f29dbde4d
revision_support/outputs/lung_penetration.csv,.csv,684,2026-08-03 04:34:25,cc986394290dff9fa5668af5b98e62d700b4331f5d91c00923e988a2b3b21d26
revision_support/outputs/lung_penetration_icu_trial_detail.csv,.csv,1604,2026-08-04 16:49:45,96e06c412017fe75010bb4580cb7276234dc0524c001981417a511cceb54ed25
revision_support/outputs/lung_penetration_icu_trial_dose.csv,.csv,1064,2026-08-04 16:49:45,51ee7b520e4dd9aa28058d39919f39e52d699e675abc40eab1fcb21f32869bf5
revision_support/outputs/lung_penetration_icu_trial_summary.csv,.csv,474,2026-08-04 16:49:45,2be9deef1b491946d20f83ad54b4115edd2f156d22bdde192127d9f2da5aa71f
revision_support/outputs/lung_penetration_icu_trial_variable.csv,.csv,360,2026-08-04 16:49:45,fce51700de644f861e6f4b68a9982a31c36a289d73de7ff862f4f8a02b03e4be
revision_support/outputs/lung_therapeutic_window.csv,.csv,349,2026-08-03 00:56:41,e4207b9bbc37d2965a0c587ba14a8eb386d67794235c072d85976032a9378b52
revision_support/outputs/monotherapy_ceiling.csv,.csv,228,2026-08-03 00:56:41,0faad825071514f27a59d3f9a0a49f2879de02fd443cf57f673ac53c1271bed1
revision_support/outputs/monte_carlo_precision.csv,.csv,143,2026-08-02 20:04:59,7272a4987c4de39f3f865093cd8d67c4f7a554cce2b55ff06d1a046c5bbda7c7
revision_support/outputs/multiseed_detail.csv,.csv,43691,2026-08-02 15:11:27,908b8ab48b3d03a7c9ebf42da36648d2d02bb068e54af5495b113470b9d4b6b0
revision_support/outputs/multiseed_summary.csv,.csv,8298,2026-08-02 15:11:27,a8939e9bf40032aa4d3bb708f974cc602c304f967f40fcf8aa20f264f6a7c04e
revision_support/outputs/penetration_dependence.csv,.csv,192,2026-08-03 04:39:32,6e374e2d266324fa31d157dd783d76fe23445927ac615421533bb5469f462294
revision_support/outputs/penetration_variability.csv,.csv,331,2026-08-03 04:39:32,ce089a534130e5964756f5ad7d8239026eafbc4c5c4b850b31ac878fd43ab5c7
revision_support/outputs/population_weighted_cfr.csv,.csv,296,2026-08-03 04:34:25,8de74dd92f90d9902b4f61187dc3a23a20c5edf36c3d8566036b54ea80590734
revision_support/outputs/prescriptive_decision_grid.csv,.csv,6815,2026-08-03 00:56:42,664250f88dc0671b03afd8bcbc82d3200a2cd19cbf4f6f551817a7e2e84f873c
revision_support/outputs/primary_pta_results.csv,.csv,7550,2026-08-02 15:18:32,52b73130d1c742bf710e1a165067419a1898e4917607ef74de88bada1bdd2c10
revision_support/outputs/psa_parameter_ranking.csv,.csv,490,2026-08-02 15:11:29,ad2295a80abeb8f15b0333cf83535af2a8b246af33e0dc931ff345ac066454d0
revision_support/outputs/psa_probabilities.csv,.csv,2141,2026-08-02 15:11:29,4ee5181fa87f4e2dfed20e31925cc32ebcf5a5d5dcb053f7c519167ca2755696
revision_support/outputs/resistance_suppression_targets.csv,.csv,2064,2026-08-02 22:58:55,64f25d43be8a3b48f73ce2a7fe4e2affcbf5fdb059e1326695fa0e5ae1f74f94
revision_support/outputs/rrt_floor_sensitivity.csv,.csv,530,2026-08-02 20:04:59,c3b23e5d36122514f3293f9c3a7553b5033246c01a7facfbfbdd94b629581f5d
revision_support/outputs/safety_optimal_dose.csv,.csv,437,2026-08-03 00:56:41,140a588949060b8b416f1471a5a7974c8665550beb9b241e451b37130741f88b
revision_support/outputs/structural_escalation_crossing.csv,.csv,2206,2026-08-03 04:34:47,523cf7bfdbb2edcaeadfa7806bc8fd91f80ed3897c3ecf93a10bd4562acbe40f
revision_support/outputs/structural_limiting_component.csv,.csv,1208,2026-08-03 04:34:47,ace9bb965468c29582a2093e3aa9890a011c84466586b3e7f586e43d1ece580c
revision_support/outputs/structural_models.csv,.csv,1660,2026-08-03 04:34:47,5e786ddcf10cfb2bfa42028b2e56b0e80cffaba045072da385300c65cc7c9592
revision_support/outputs/structural_robustness_ledger.csv,.csv,1468,2026-08-03 04:34:47,b03d36055075a9e5a85039f52b374f6f83023ebfae305a65e996f526b5fea843
revision_support/outputs/structural_typical_clearances.csv,.csv,1655,2026-08-03 04:34:47,ac882756e3ab4b6c1c2a7a86b4c78e5f0d6073b692589699620c975782d07c53
revision_support/outputs/structural_uncertainty_cfr.csv,.csv,2046,2026-08-03 04:34:47,ce01894fd5b3b17698efcd30474be32aff0384f8f58e48cad20494bc2f7bb678
revision_support/outputs/structural_uncertainty_pta.csv,.csv,75724,2026-08-03 04:34:47,470744dd67d8be0b6e4ec83b01b96d7fa716dc3ac237ee162dcbf25698a567b7
revision_support/outputs/structural_window.csv,.csv,1970,2026-08-03 04:34:47,f44752eb3991df6229eaa1e067110348b685b09de43bb01bcbf8945a841bfe19
revision_support/outputs/structural_window_invariance.csv,.csv,243,2026-08-03 04:34:47,6f06f86d3871f540a6fcbe07847672b8d1b81d0738419a16b090dc39e085700e
revision_support/outputs/therapeutic_window.csv,.csv,416,2026-08-03 00:56:41,e0a0bf67013936071dd0afd29b274cdd4401cde6fb61b0535e6f4d47e2e99a2f
revision_support/outputs/time_to_steady_state.csv,.csv,538,2026-08-02 22:58:55,7bb0a2e6eb7ccb7f64e724fd7403d1dc2382c1f63805028f21515e5a09ee745f
revision_support/outputs/v3_before_code_statement.docx,.docx,6268648,2026-08-02 16:40:35,fe002a411e0ec70edc59f268dd3228465a35f4f4bc1d91ae8425ac486e711c36
revision_support/outputs/v3_before_figure_plan.docx,.docx,5622384,2026-08-02 15:06:27,93b60053c46e4b43fdd255152974ef1d49a2344b603eeb851797462ec3fb4417
revision_support/outputs/v3_before_table6_removal.docx,.docx,6270964,2026-08-02 15:08:40,ee477fd3c30678bed9f2e6a6ca8aa077c5c52f3ea401ad5e66ca02ac0bf16a50
revision_support/outputs/v3_final.md,.md,64893,2026-08-02 18:50:42,29bcd6f2b3c9a539be0b3083565b9b9cd39fb7f8747256c39a372a369f67928e
revision_support/outputs/v3_readable.md,.md,61358,2026-08-02 15:07:00,3714b2aac1fb62c4b279beafcf0d11b98d5278b796e013695621552a8d35d38f
revision_support/outputs/variable_protein_binding.csv,.csv,1200,2026-08-03 04:34:25,401de66536ce14129e55d4c74d231ba3196b043801b094877cbd73b7d826aa95
revision_support/prescriptive_analyses.py,.py,16520,2026-08-03 02:38:37,c53531206f3d240348c7bd50282671a35959bec81ff2199d868322823d21c2ea
revision_support/primary_pta_results.csv,.csv,6954,2026-08-03 00:27:10,485829a34c8adb9ae1c5e4e89f7b9c19dbb58876e3c887df2605b31f83de36ae
revision_support/rebuild_supplementary.py,.py,16665,2026-08-02 15:18:08,f1aabec7bd37cbf467fd2b8432087a9319d9e0bf5ffc7817b8e4bbfb9cef19ff
revision_support/reproduce_primary_run.py,.py,7967,2026-08-02 14:12:10,7abc2ffcb066c3c1c0ce088c6e8d0b8e436845149f807d0df060d7b215d8d807
revision_support/reviewer_response_analyses.py,.py,9657,2026-08-02 21:21:21,6fd9c2b9b3aeff5215a7e56a532bd28def25d300c1766f4c2461ec564b639e7c
revision_support/scope_extension_analyses.py,.py,12226,2026-08-03 04:34:10,a2060ce907d1277bbe5a886c46ed434f31a96946077862a6439b9ca8f6c02c80
revision_support/structural_uncertainty.py,.py,26365,2026-08-03 00:29:43,e488efaf5a0981e7f6ca6a68e0ee7f0bff362f589b48c90f253bb036394f2b96
revision_support/supplementary-style.png,.png,182586,2026-08-03 19:31:50,05391f83b18012a568c1599dd9cd7539f2b9154142e4332b145634369b5d36ca
revision_support/supplementary-table-s2a.png,.png,121278,2026-08-03 19:34:48,216494c313d179f2f0282416a9cf30a221d4c2afdfc96f060e104b10f7f2390a
revision_support/sync_repo_v9.py,.py,8771,2026-08-03 02:37:42,dfaa53bc2458038466a8326d438f8e186f111caaec94f9207899d48c9210fad9
revision_support/sync_supplementary_v9.py,.py,16773,2026-08-03 02:33:44,71a2b2a1b69f2b68cf46c6f0d048a6afbd439ea72e02877a805af231d03962ab
revision_support/trim_v9.py,.py,19552,2026-08-03 02:24:34,3a18698d86eecc08f5c6a8f80e7fa1f60787a4bb0556edcfb1a20245dca6548a
revision_support/v10_analyses.py,.py,10646,2026-08-03 04:39:32,774aea2c691703de7b217a74bc5e4830c33c8d1a889b3b7a3e7eadec1a5f8375
revision_support/مقاله_فارسی_v5.md,.md,67624,2026-08-02 21:52:58,5ed9e47922f6a429a00b4792ebdc5a4a753a0d488f57cba2a14bb993921bdb5b
